"filename", "language", "JSON", "JSON with Comments", "Markdown", "TypeScript", "JavaScript", "comment", "blank", "total"
"d:\typescript-algorithms\src\leetcode\top\395. Longest Substring with At Least K Repeating Characters\firstSubmission.ts", "TypeScript", 0, 0, 0, 28, 0, 0, 6, 34
"d:\typescript-algorithms\src\leetcode\top\4. Median of Two Sorted Arrays\finalSubmission.ts", "TypeScript", 0, 0, 0, 41, 0, 2, 1, 44
"d:\typescript-algorithms\src\leetcode\top\4. Median of Two Sorted Arrays\firstSubmission.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 1, 35
"d:\typescript-algorithms\src\leetcode\top\41. First Missing Positive\finalSubmission.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 1, 15
"d:\typescript-algorithms\src\leetcode\top\41. First Missing Positive\firstSubmission.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 2, 16
"d:\typescript-algorithms\src\leetcode\top\412. Fizz Buzz\firstSubmission.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 4, 22
"d:\typescript-algorithms\src\leetcode\top\42. Trapping Rain Water\firstSubmission.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 1, 19
"d:\typescript-algorithms\src\leetcode\top\44. Wildcard Matching\firstSubmission.ts", "TypeScript", 0, 0, 0, 25, 0, 1, 2, 28
"d:\typescript-algorithms\src\leetcode\top\454. 4Sum II\firstSubmission.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 1, 21
"d:\typescript-algorithms\src\leetcode\top\454. 4Sum II\secondSubmission.ts", "TypeScript", 0, 0, 0, 26, 0, 0, 1, 27
"d:\typescript-algorithms\src\leetcode\top\46. Permutations\firstSubmission.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 5, 21
"d:\typescript-algorithms\src\leetcode\top\48. Rotate Image\firstSubmission.ts", "TypeScript", 0, 0, 0, 12, 0, 3, 1, 16
"d:\typescript-algorithms\src\leetcode\top\49. Group Anagrams\firstSubmission.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 1, 13
"d:\typescript-algorithms\src\leetcode\top\5. Longest Palindromic Substring\finalSubmission.ts", "TypeScript", 0, 0, 0, 20, 0, 1, 1, 22
"d:\typescript-algorithms\src\leetcode\top\5. Longest Palindromic Substring\firstSubmission.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 1, 20
"d:\typescript-algorithms\src\leetcode\top\50. Pow(x, n)\finalSubmission.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 2, 19
"d:\typescript-algorithms\src\leetcode\top\50. Pow(x, n)\firstSubmission.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 1, 21
"d:\typescript-algorithms\src\leetcode\top\53. Maximum Subarray\firstSubmission.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 1, 12
"d:\typescript-algorithms\src\leetcode\top\54. Spiral Matrix\firstSubmission.ts", "TypeScript", 0, 0, 0, 27, 0, 0, 1, 28
"d:\typescript-algorithms\src\leetcode\top\55. Jump Game\firstSubmission.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 1, 13
"d:\typescript-algorithms\src\leetcode\top\56. Merge Intervals\firstSubmission.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 1, 16
"d:\typescript-algorithms\src\leetcode\top\62. Unique Paths\firstSubmission.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 1, 18
"d:\typescript-algorithms\src\leetcode\top\66. Plus One\firstSubmission.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 1, 6
"d:\typescript-algorithms\src\leetcode\top\69. Sqrt(x)\firstSubmission.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 1, 19
"d:\typescript-algorithms\src\leetcode\top\7. Reverse Integer\finalSubmission.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 1, 13
"d:\typescript-algorithms\src\leetcode\top\7. Reverse Integer\firstSubmission.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 2, 18
"d:\typescript-algorithms\src\leetcode\top\70. Climbing Stairs\firstSubmission.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 1, 13
"d:\typescript-algorithms\src\leetcode\top\73. Set Matrix Zeroes\firstSubmission.ts", "TypeScript", 0, 0, 0, 20, 0, 3, 1, 24
"d:\typescript-algorithms\src\leetcode\top\73. Set Matrix Zeroes\secondSubmission.ts", "TypeScript", 0, 0, 0, 28, 0, 0, 1, 29
"d:\typescript-algorithms\src\leetcode\top\75. Sort Colors\firstSubmission.ts", "TypeScript", 0, 0, 0, 14, 0, 3, 1, 18
"d:\typescript-algorithms\src\leetcode\top\76. Minimum Window Substring\firstSubmission.ts", "TypeScript", 0, 0, 0, 44, 0, 1, 1, 46
"d:\typescript-algorithms\src\leetcode\top\78. Subsets\firstSubmission.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 1, 14
"d:\typescript-algorithms\src\leetcode\top\78. Subsets\secondSubmission.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 1, 7
"d:\typescript-algorithms\src\leetcode\top\79. Word Search\firstSubmisison.ts", "TypeScript", 0, 0, 0, 45, 0, 0, 6, 51
"d:\typescript-algorithms\src\leetcode\top\8. String to Integer (atoi)\firstSubmission.ts", "TypeScript", 0, 0, 0, 43, 0, 0, 1, 44
"d:\typescript-algorithms\src\leetcode\top\8. String to Integer (atoi)\secondSubmission.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 1, 16
"d:\typescript-algorithms\src\leetcode\top\84. Largest Rectangle in Histogram\firstSubmission.ts", "TypeScript", 0, 0, 0, 26, 0, 1, 4, 31
"d:\typescript-algorithms\src\leetcode\top\88. Merge Sorted Array\firstSubmission.ts", "TypeScript", 0, 0, 0, 28, 0, 3, 1, 32
"d:\typescript-algorithms\src\leetcode\top\91. Decode Ways\firstSubmission.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 1, 18
"d:\typescript-algorithms\src\leetcode\top\94. Binary Tree Inorder Traversal\TreeNode.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 1, 11
"d:\typescript-algorithms\src\leetcode\top\94. Binary Tree Inorder Traversal\finalSubmission.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 6, 20
"d:\typescript-algorithms\src\leetcode\top\94. Binary Tree Inorder Traversal\firstSubmission.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 3, 18
"d:\typescript-algorithms\src\leetcode\top\98. Validate Binary Search Tree\TreeNode.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 1, 11
"d:\typescript-algorithms\src\leetcode\top\98. Validate Binary Search Tree\firstSubmission.ts", "TypeScript", 0, 0, 0, 18, 0, 13, 3, 34
"d:\typescript-algorithms\tsconfig.json", "JSON with Comments", 0, 22, 0, 0, 0, 43, 8, 73
"Total", "-", 29, 22, 13, 12605, 6, 931, 1548, 15154
